Record Indicator,Trade Time,Trade Price,Trade Quantity,Buy Order Number,Sell Order Number
RM,2021-01-20 09:22:58.256469760,25395,1,463935FA811B83CC7FD8C6FDB49D32FF,6309947D157101ADC812BE45C6B75AE9
RM,2021-01-20 09:23:11.574203392,25395,5,3A021A6AB8BAB923919B7C2663C01875,253D5130A27193FE7CA581905BA16EEE
RM,2021-01-20 09:23:11.574249216,25400,1,6F9BE93D45A688CB55CC23722DB71F48,5A195FAFE9417A4D7E21B00B9179323C
RM,2021-01-20 09:23:11.574264576,25405,1,6F9BE93D45A688CB55CC23722DB71F48,8D376B2EF56161AF6C430E873EA25FCF
RM,2021-01-20 09:23:11.574279680,25405,3,6F9BE93D45A688CB55CC23722DB71F48,742B7A910FAD29D3222505331B3EE2E3
RM,2021-01-20 09:23:11.574691840,25405,2,0EE1DA82277DC03AFECA196B9A1002D2,742B7A910FAD29D3222505331B3EE2E3
RM,2021-01-20 09:23:11.574813952,25405,1,A5E0234339AA0C8D4205828324A4B4B0,742B7A910FAD29D3222505331B3EE2E3
RM,2021-01-20 09:23:11.574844416,25405,14,F82A4401BD68D20F3437CE0363DCC606,742B7A910FAD29D3222505331B3EE2E3
RM,2021-01-20 09:23:11.574859520,25415,1,F82A4401BD68D20F3437CE0363DCC606,0B557F847A3E417B76BD34AAAC5C9A73
RM,2021-01-20 09:23:11.574874880,25420,1,F82A4401BD68D20F3437CE0363DCC606,78DC11C4B279099B9327E3DC34DA3DAD
RM,2021-01-20 09:23:11.574890240,25430,1,F82A4401BD68D20F3437CE0363DCC606,CC5801B69A5D0A1A1A2FFD6331A7B70D
RM,2021-01-20 09:23:11.575149568,25745,1,A4DC2DE9C81E656BB8A51C5207DC5DE8,BEF3F9A4F94C5361D10DEE2DE5008AE9
RM,2021-01-20 09:31:34.817443840,25530,4,463935FA811B83CC7FD8C6FDB49D32FF,CF08C74688B2A8853D2B4420D721D7C8
RM,2021-01-20 09:34:17.978866688,25590,5,AD3A23F6E5F85A5FEB96502D447DC4B9,B44DEA4CC9AE5486BC8B43469F9D4252
RM,2021-01-20 09:42:24.790801920,25410,2,C75CA64CEBA3151BF6F79395F47630F0,0448C65C4AA588E1C59BC663D263E7D9
RM,2021-01-20 09:42:24.790817280,25405,2,E671DB072AD3E82A0748B79321BA0822,0448C65C4AA588E1C59BC663D263E7D9
RM,2021-01-20 09:59:58.599258368,25685,1,5568471EF64A840FC56C24D546D253CE,7CA31AADB6DC7F09263DC2A23BCFC71E
RM,2021-01-20 09:59:58.599868672,25685,1,A8EC329FB2D71D90676CEF7C4A271951,7CA31AADB6DC7F09263DC2A23BCFC71E
RM,2021-01-20 09:59:58.599914496,25685,3,3A4F8C6E500CD68171864115A0372426,7CA31AADB6DC7F09263DC2A23BCFC71E
RM,2021-01-20 09:59:58.599929856,25690,2,3A4F8C6E500CD68171864115A0372426,3CDD42AE3D334F21DE2E7F819BF1440C
RM,2021-01-20 09:59:58.599944960,25690,2,3A4F8C6E500CD68171864115A0372426,E5E3F0852C633114EF98A91095049A1D
RM,2021-01-20 10:00:07.000106752,25690,1,BA7A822868F4961EDF6EC84AD6A5B5E7,E5E3F0852C633114EF98A91095049A1D
RM,2021-01-20 10:57:53.521438720,25420,2,608C529A887D58E976234BF49338B231,B93DB6A2B1E836D04E9C0A9E1E8AB2C4
RM,2021-01-20 10:58:05.501129216,25440,5,0600B3B47D5F43966025892378DDB2FD,489784092728B289C85EDCBA0050525B
RM,2021-01-20 11:08:23.329009920,25420,2,A76B8276F51A21841E62C0E0F47B5881,FB8EF0B354B9F8E92A2431007B1CC912
RM,2021-01-20 11:08:23.329025280,25415,30,B384EFE7F0BA949A2269BDF0D3BEFB81,FB8EF0B354B9F8E92A2431007B1CC912
RM,2021-01-20 11:08:23.329040640,25405,3,E671DB072AD3E82A0748B79321BA0822,FB8EF0B354B9F8E92A2431007B1CC912
RM,2021-01-20 11:08:23.329055744,25405,5,52F7459C7FAABC6F2EA1009F80896B8E,FB8EF0B354B9F8E92A2431007B1CC912
RM,2021-01-20 11:08:23.329071104,25405,22,E671DB072AD3E82A0748B79321BA0822,FB8EF0B354B9F8E92A2431007B1CC912
RM,2021-01-20 11:08:23.329086208,25400,15,C771E4AF1B82D89D9BE91CD552DEC79C,FB8EF0B354B9F8E92A2431007B1CC912
RM,2021-01-20 11:08:23.329101568,25350,8,19FD4E85B0E07CC3A1327378B67EC216,FB8EF0B354B9F8E92A2431007B1CC912
RM,2021-01-20 11:08:23.329116928,25350,13,867F075768430DC349D365725F7ED113,FB8EF0B354B9F8E92A2431007B1CC912
RM,2021-01-20 11:08:23.329132032,25350,72,19FD4E85B0E07CC3A1327378B67EC216,FB8EF0B354B9F8E92A2431007B1CC912
RM,2021-01-20 11:08:23.329147392,25345,50,74BE55B3F119278654CEBF5DA8133A77,FB8EF0B354B9F8E92A2431007B1CC912
RM,2021-01-20 11:08:23.329162496,25300,10,E29C260F0BCECB13819B18EDFE4C1CAD,FB8EF0B354B9F8E92A2431007B1CC912
RM,2021-01-20 11:08:23.329177856,25205,20,4A34552DFE900A6517ABF87B884ABC09,FB8EF0B354B9F8E92A2431007B1CC912
RM,2021-01-20 11:39:31.382125824,25370,1,D4AA4B7B0C2070DA99DAAFF5EDDC8F0A,5D1D3E32F7BA0F68AD0C34AF892FE71B
RM,2021-01-20 11:39:31.382141184,25365,2,6F07BEE706A5B50C905A5B572CA203DE,5D1D3E32F7BA0F68AD0C34AF892FE71B
RM,2021-01-20 11:39:33.851440384,25355,7,5E9EC815AF96FB39AAB0717F447A6A5C,5D1D3E32F7BA0F68AD0C34AF892FE71B
RM,2021-01-20 11:57:09.872543232,25375,9,29F477A4FB1B4AE41684024A4B1655A9,4F39CD240EF1A139E1E521C23FEBB24D
RM,2021-01-20 12:21:55.249252352,25380,5,E03C8F2E587F1F639B8A293228578A19,CF9FADDA015236AD085C9BBF104FAF91
RM,2021-01-20 12:21:55.249313280,25380,5,E03C8F2E587F1F639B8A293228578A19,D9D69412C4C2868B839FE0E533845EB3
RM,2021-01-20 12:21:55.249359104,25380,5,E03C8F2E587F1F639B8A293228578A19,EB19BD8219CA62261498414FF0A97078
RM,2021-01-20 12:21:55.249389568,25380,5,E03C8F2E587F1F639B8A293228578A19,A831B52C10E2422034FA51925CE40857
RM,2021-01-20 12:21:55.249938944,25380,4,E03C8F2E587F1F639B8A293228578A19,BA49F9B819262A37788C4AE929D12974
RM,2021-01-20 12:21:55.249999872,25380,1,E03C8F2E587F1F639B8A293228578A19,D2DF72C184A6C59760DA816EBF52AC80
RM,2021-01-20 12:21:55.250564608,25380,1,E03C8F2E587F1F639B8A293228578A19,616E14408517CFDD988FB6C5A00FA378
